   2.6024885e-08   1.1401861e-05
   9.9957568e-06  -5.1479975e-07
   2.0030227e-05   3.0468519e-05
   2.9999959e-05   4.7151844e-05
   3.9969691e-05   5.7876839e-05
   5.0004162e-05   6.3835169e-05
   5.9973894e-05   7.0985166e-05
   7.0008364e-05   5.9068505e-05
   7.9978096e-05   1.0077682e-04
   9.0012566e-05   8.4093493e-05
   9.9982298e-05   1.0196848e-04
   1.1001677e-04   1.0911848e-04
   1.1998650e-04   1.1031015e-04
   1.3002097e-04   1.3652680e-04
   1.3999070e-04   1.4844346e-04
   1.5002517e-04   1.5916846e-04
   1.5999491e-04   1.6393512e-04
   1.7002938e-04   1.7585178e-04
   1.7999911e-04   1.9372677e-04
   1.8996884e-04   1.9253511e-04
   2.0000331e-04   1.9611011e-04
   2.0997304e-04   2.1994343e-04
   2.2000751e-04   2.2471009e-04
   2.2997724e-04   2.2590176e-04
   2.4001172e-04   2.4377675e-04
   2.4998145e-04   2.4735175e-04
   2.6001592e-04   2.5688508e-04
   2.6998565e-04   2.6284341e-04
   2.8002012e-04   2.8667673e-04
   2.8998985e-04   2.7118507e-04
   3.0002432e-04   3.0574339e-04
   3.0999405e-04   3.2242671e-04
   3.2002852e-04   3.0455172e-04
   3.2999826e-04   2.9501839e-04
   3.3996799e-04   3.4030170e-04
   3.5000246e-04   3.4387670e-04
   3.5997219e-04   3.4506837e-04
   3.7000666e-04   3.5579336e-04
   3.7997639e-04   3.7962668e-04
   3.9001086e-04   3.5936836e-04
   3.9998060e-04   3.9273501e-04
   4.1001507e-04   4.0822667e-04
   4.1998480e-04   4.2610166e-04
   4.3001927e-04   4.0226834e-04
   4.3998900e-04   4.2014333e-04
   4.5002347e-04   4.2967666e-04
   4.5999320e-04   4.4397665e-04
   4.7002767e-04   4.5946831e-04
   4.7999741e-04   4.8091830e-04
   4.9003188e-04   4.6661831e-04
   5.0000161e-04   4.7853497e-04
   5.0997134e-04   4.8091830e-04
   5.2000581e-04   4.8806830e-04
   5.2997554e-04   5.2143495e-04
   5.4001001e-04   5.3215994e-04
   5.4997974e-04   5.2500995e-04
   5.6001421e-04   5.1905162e-04
   5.6998395e-04   5.4288494e-04
   5.8001842e-04   5.5718493e-04
   5.8998815e-04   5.4526827e-04
   6.0002262e-04   5.7148492e-04
   6.0999235e-04   5.7744325e-04
   6.2002682e-04   5.7982659e-04
   6.2999655e-04   6.0604324e-04
   6.4003102e-04   6.1795990e-04
   6.5000076e-04   6.4179322e-04
   6.5997049e-04   6.3106823e-04
   6.7000496e-04   6.4179322e-04
   6.7997469e-04   6.4060156e-04
   6.9000916e-04   6.4775155e-04
   6.9997889e-04   6.6085988e-04
   7.1001336e-04   6.6920154e-04
   7.1998310e-04   7.1090986e-04
   7.3001757e-04   7.0375986e-04
   7.3998730e-04   6.9780153e-04
   7.5002177e-04   7.0375986e-04
